,0
0,5.7430746103984065
1,5.406071592318234
2,5.755872193363476
3,5.666289112607988
4,5.730277027433337
5,5.70041600051484
6,5.606567058770995
7,5.772935637316903
8,5.653491529642918
9,5.72601116644498
10,5.499920534062079
11,5.696150139526484
12,5.427400897260017
13,5.610832919759352
14,5.717479444468267
15,5.580971892840855
16,5.755872193363476
17,5.747340471386763
18,5.666289112607988
19,5.70041600051484
20,5.559642587899072
21,5.666289112607988
22,5.201310264877117
23,5.721745305456624
24,5.7430746103984065
25,5.538313282957289
26,5.627896363712778
27,5.70041600051484
28,5.679086695573058
29,5.679086695573058
30,5.632162224701134
31,5.755872193363476
32,5.610832919759352
33,5.2226395698189
34,5.717479444468267
35,5.75160633237512
36,5.768669776328546
37,5.772935637316903
38,5.75160633237512
39,5.75160633237512
40,5.384742287376451
41,5.670554973596344
42,5.516983978015506
43,5.71321358347991
44,5.615098780747708
45,5.70041600051484
46,5.589503614817568
47,5.730277027433337
48,5.71321358347991
49,5.470059507143583
50,5.772935637316903
51,5.487122951097009
52,5.325020233539458
53,5.717479444468267
54,5.7430746103984065
55,5.538313282957289
56,5.755872193363476
57,5.657757390631274
58,5.6364280856894915
59,5.683352556561414
60,5.772935637316903
61,5.414603314294947
62,5.721745305456624
63,5.23543715278397
64,5.610832919759352
65,5.755872193363476
66,5.755872193363476
67,5.734542888421693
68,5.71321358347991
69,5.777201498305259
70,5.482857090108653
71,5.572440170864142
72,5.679086695573058
73,5.768669776328546
74,5.75160633237512
75,5.6236305027244216
76,5.534047421968933
77,5.6620232516196305
78,5.6364280856894915
79,5.71321358347991
80,5.6620232516196305
81,5.768669776328546
82,5.68761841754977
83,5.504186395050437
84,5.764403915340189
85,5.440198480225087
86,5.666289112607988
87,5.683352556561414
88,5.615098780747708
89,5.295159206620962
90,5.704681861503197
91,5.696150139526484
92,5.5553767269107155
93,5.760138054351833
94,5.649225668654561
95,5.559642587899072
96,5.7430746103984065
97,5.670554973596344
98,5.393274009353164
99,5.427400897260017
100,5.589503614817568
101,5.5425791439456455
102,5.627896363712778
103,5.70041600051484
104,5.73880874941005
105,5.717479444468267
106,5.696150139526484
107,5.75160633237512
108,5.640693946677848
109,5.644959807666204
110,5.73880874941005
111,5.440198480225087
112,5.768669776328546
113,5.653491529642918
114,5.538313282957289
115,5.6236305027244216
116,5.760138054351833
117,5.708947722491554
118,5.598035336794282
119,5.73880874941005
120,5.6620232516196305
121,5.589503614817568
122,5.683352556561414
123,5.717479444468267
124,5.691884278538127
125,5.559642587899072
126,5.683352556561414
127,5.559642587899072
128,5.68761841754977
129,5.598035336794282
130,5.133056489063411
131,5.72601116644498
132,5.7430746103984065
133,5.670554973596344
134,5.6364280856894915
135,5.649225668654561
136,5.72601116644498
137,5.717479444468267
138,5.730277027433337
139,5.529781560980576
140,5.7430746103984065
141,5.75160633237512
142,5.683352556561414
143,5.286627484644249
144,5.777201498305259
145,5.760138054351833
146,5.4359326192367305
147,5.6620232516196305
148,5.691884278538127
149,5.71321358347991
150,5.529781560980576
151,5.585237753829212
152,5.717479444468267
153,5.717479444468267
154,5.772935637316903
155,5.397539870341521
156,5.653491529642918
157,5.4359326192367305
158,5.572440170864142
159,5.644959807666204
160,5.470059507143583
161,5.286627484644249
162,5.72601116644498
163,5.4487302022018005
164,5.627896363712778
165,5.440198480225087
166,5.696150139526484
167,5.734542888421693
168,5.781467359293616
169,5.696150139526484
170,5.371944704411381
171,5.683352556561414
172,5.363412982434668
173,5.3676788434230245
174,5.1671833769702635
175,5.704681861503197
176,5.768669776328546
177,5.342083677492885
178,5.717479444468267
179,5.747340471386763
180,5.6748208345847
181,5.670554973596344
182,5.465793646155227
183,5.72601116644498
184,5.265298179702466
185,5.512718117027149
186,5.559642587899072
187,5.580971892840855
188,5.70041600051484
189,5.764403915340189
190,5.606567058770995
191,5.19704440388876
192,5.499920534062079
193,5.568174309875785
194,5.649225668654561
195,5.610832919759352
196,5.653491529642918
197,5.615098780747708
198,5.632162224701134
199,5.563908448887429
200,5.218373708830543
201,5.73880874941005
202,5.670554973596344
203,5.6620232516196305
204,5.7430746103984065
205,5.760138054351833
206,5.508452256038793
207,5.6748208345847
208,5.6364280856894915
209,5.73880874941005
210,5.768669776328546
211,5.772935637316903
212,5.619364641736064
213,5.593769475805925
214,5.683352556561414
215,5.6748208345847
216,5.747340471386763
217,5.508452256038793
218,5.73880874941005
219,5.585237753829212
220,5.75160633237512
221,5.440198480225087
222,5.764403915340189
223,5.755872193363476
224,5.559642587899072
225,5.363412982434668
226,5.484990020602831
227,5.397539870341521
228,5.721745305456624
229,5.772935637316903
230,5.717479444468267
231,5.653491529642918
232,5.760138054351833
233,5.666289112607988
234,5.585237753829212
235,5.683352556561414
236,5.696150139526484
237,5.205576125865473
238,5.721745305456624
239,5.666289112607988
240,5.7430746103984065
241,5.747340471386763
242,5.380476426388094
243,5.538313282957289
244,5.75160633237512
245,5.615098780747708
246,5.734542888421693
247,5.666289112607988
248,5.666289112607988
249,5.346349538481242
250,5.747340471386763
251,5.337817816504528
252,5.512718117027149
253,5.551110865922359
254,5.299425067609318
255,5.747340471386763
256,5.691884278538127
257,5.734542888421693
258,5.717479444468267
259,5.576706031852499
260,5.431666758248374
261,5.406071592318234
262,5.772935637316903
263,5.538313282957289
264,5.657757390631274
265,5.781467359293616
266,5.602301197782638
267,5.487122951097009
268,5.414603314294947
269,5.214107847842186
270,5.777201498305259
271,5.644959807666204
272,5.546845004934003
273,5.75160633237512
274,5.657757390631274
275,5.491388812085367
276,5.717479444468267
277,5.568174309875785
278,5.772935637316903
279,5.768669776328546
280,5.653491529642918
281,5.504186395050437
282,5.512718117027149
283,5.307956789586032
284,5.666289112607988
285,5.452996063190157
286,5.551110865922359
287,5.6236305027244216
288,5.632162224701134
289,5.615098780747708
290,5.525515699992219
291,5.666289112607988
292,5.6620232516196305
293,5.70041600051484
294,5.615098780747708
295,5.768669776328546
296,5.4487302022018005
297,5.72601116644498
298,5.214107847842186
299,5.393274009353164
300,5.610832919759352
301,5.71321358347991
302,5.615098780747708
303,5.657757390631274
304,5.764403915340189
305,5.19704440388876
306,5.589503614817568
307,5.708947722491554
308,5.7430746103984065
309,5.640693946677848
310,5.670554973596344
311,5.593769475805925
312,5.653491529642918
313,5.201310264877117
314,5.632162224701134
315,5.644959807666204
316,5.593769475805925
317,5.602301197782638
318,5.721745305456624
319,5.760138054351833
320,5.619364641736064
321,5.696150139526484
