,0
0,5.733440917935377
1,5.3102381730010695
2,5.751658997484778
3,5.669380348274638
4,5.694861279949925
5,5.710380839777778
6,5.605024695188413
7,5.769275993760046
8,5.620016045798031
9,5.684584157056147
10,5.54011960526528
11,5.686342261239785
12,5.467896766379804
13,5.707473112283571
14,5.691178655849991
15,5.605841487033669
16,5.786122240629292
17,5.688986780925347
18,5.621002503775175
19,5.706289819755216
20,5.6021532589357435
21,5.644587540751777
22,5.082189512577342
23,5.698325841879975
24,5.762418287157557
25,5.560931454863489
26,5.681237054822943
27,5.696279155069315
28,5.747228645198441
29,5.645140227987916
30,5.639725771323194
31,5.759407266788896
32,5.610530339931132
33,5.153783539771549
34,5.682826501272744
35,5.751826310017907
36,5.822779712297209
37,5.732643896910505
38,5.759914808386273
39,5.712404505368821
40,5.327251732403444
41,5.696208634612176
42,5.52163181710877
43,5.75252418536803
44,5.680250596845799
45,5.687229573542181
46,5.633370002320089
47,5.7369792507218
48,5.7941148437221415
49,5.402723424647849
50,5.769275993760046
51,5.440361750294919
52,5.436887773969829
53,5.733296626621866
54,5.754763559530195
55,5.475113576066454
56,5.735388459071289
57,5.670242285758657
58,5.682637512720707
59,5.651760101600138
60,5.79781959224122
61,5.372663702173009
62,5.729999377224944
63,5.146060645285808
64,5.643938958240121
65,5.72677264828516
66,5.7240764821623715
67,5.697917445957347
68,5.763402391535941
69,5.80626809049422
70,5.457760684400304
71,5.5131372764165345
72,5.719986358940282
73,5.782056595425107
74,5.739119479209217
75,5.58600959461414
76,5.506614194880302
77,5.67060228564329
78,5.622326837217809
79,5.707089194378847
80,5.730045419664179
81,5.805641632401709
82,5.697461550797197
83,5.533445731617072
84,5.778132887935675
85,5.430422502866629
86,5.691323843963975
87,5.6613369955450334
88,5.629857044352044
89,5.227835003297804
90,5.700202862558748
91,5.731683710552211
92,5.591689052688452
93,5.725737794270021
94,5.693200864642748
95,5.50387523671751
96,5.723957565667238
97,5.74337870856538
98,5.4007086134540305
99,5.370860452350608
100,5.576189263680985
101,5.607500445542559
102,5.609861089798619
103,5.677652679597285
104,5.7638869119137
105,5.733296626621866
106,5.693656759802898
107,5.727373731559294
108,5.596405634003052
109,5.718348068052251
110,5.813225839571931
111,5.438698084588509
112,5.78937109398822
113,5.682155345941707
114,5.473284951425676
115,5.585575823873135
116,5.723041628147232
117,5.7593851423697515
118,5.63842770949941
119,5.705064631987331
120,5.655199288711811
121,5.582108908344324
122,5.67178143097194
123,5.665764994232612
124,5.637510875178932
125,5.586996949391757
126,5.708940840239243
127,5.576646055641607
128,5.712337235310914
129,5.6380874804351615
130,5.240197794645199
131,5.6981585293468475
132,5.76468068253934
133,5.640422749872844
134,5.596045634118418
135,5.6577765383394665
136,5.701815778628403
137,5.717459858949382
138,5.682154449141235
139,5.509911444277225
140,5.749804998025623
141,5.759914808386273
142,5.706584903180703
143,5.280732034562842
144,5.800441987507637
145,5.732958751156377
146,5.431023586140763
147,5.692358697979114
148,5.7231416706224545
149,5.70935158976063
150,5.622104067850406
151,5.682102242706193
152,5.690744885108986
153,5.75148933135289
154,5.765712286155246
155,5.470029037270469
156,5.611400235011902
157,5.463377579614229
158,5.60695011190518
159,5.657076309390584
160,5.489315303250138
161,5.406252343039233
162,5.747497457005077
163,5.455314456064239
164,5.681237054822943
165,5.384119970395437
166,5.659533745722633
167,5.705665715261465
168,5.802537070356292
169,5.6786875336124245
170,5.368570328551687
171,5.715200713966831
172,5.408233216590274
173,5.331391148464
174,5.111016986488019
175,5.664778536255467
176,5.7938958847517865
177,5.252216164498805
178,5.69979446663612
179,5.732933376338
180,5.697869946719825
181,5.681673179162708
182,5.42055612949424
183,5.716785004818877
184,5.233684127504004
185,5.51997050500112
186,5.5752512017418345
187,5.68852942896691
188,5.677652679597285
189,5.8066764864168485
190,5.624612253819209
191,5.131882836122214
192,5.431771314327167
193,5.5717866398117835
194,5.625669232253493
195,5.574578701210089
196,5.635512584406266
197,5.577634867217512
198,5.728673586984023
199,5.595879218385763
200,5.2057392586982045
201,5.719600087436799
202,5.71204540228466
203,5.639796291780333
204,5.788265719515942
205,5.766894681883128
206,5.525343066426313
207,5.7057117577006995
208,5.698567822069948
209,5.781118533485958
210,5.806942944624725
211,5.743955873819423
212,5.67416363964933
213,5.647210832818667
214,5.67770107563528
215,5.657393517235215
216,5.789927031623591
217,5.461034912577609
218,5.743959124218655
219,5.626222816290105
220,5.753561392981928
221,5.4364952932407045
222,5.743763186467917
223,5.728601272925938
224,5.593350364796102
225,5.361216288347805
226,5.5749685257266295
227,5.3372877719077225
228,5.706074111184093
229,5.742127249178645
230,5.719382025266917
231,5.649614269114728
232,5.745665581965067
