,0
0,5.759664731572197
1,5.079370527656425
2,5.778742971763166
3,6.007269765170972
4,5.49277638997179
5,5.51534907119875
6,5.768170421641374
7,5.858121214982507
8,5.495978249626939
9,5.500431141230899
10,5.821912825190242
11,5.623342514112517
12,5.7810933284732835
13,6.074839803197658
14,5.501029452786932
15,5.740397260336744
16,5.912466582308687
17,5.341040299374944
18,5.419099873133126
19,5.4973579403048
20,5.443237154723298
21,5.548542844115595
22,4.995953947578
23,5.530135856301779
24,5.966162168369896
25,5.543041293155291
26,5.6492086078564565
27,5.511049777696517
28,5.862975348683721
29,5.498795926069664
30,5.643970008875339
31,5.7194578301966565
32,5.406836629936098
33,5.110202685983025
34,5.389653003162777
35,5.681365188204424
36,6.254451914635757
37,5.468779846652675
38,5.865169203341662
39,5.523717202118606
40,5.279129296310377
41,5.691661404630034
42,5.517584972908864
43,5.806632503172416
44,5.774243913583958
45,5.433016574337003
46,5.628426863904414
47,5.857500861283134
48,6.247989789095531
49,5.250539485064979
50,5.858121214982507
51,5.312566747091237
52,5.399150124738125
53,5.968087398719864
54,5.809403240172677
55,5.2702296695098685
56,5.639218243560844
57,5.687724454208029
58,5.865863357856988
59,5.59249591188786
60,5.9874100968884285
61,5.2585938453842065
62,5.775160526007093
63,5.142197178727477
64,5.784120112018328
65,5.6223412853485435
66,5.4774675003832
67,5.542015898236024
68,5.901207385048635
69,6.077586374042626
70,5.355289432014824
71,5.269528167555069
72,5.784723646826798
73,5.905309038236014
74,5.744817496283622
75,5.377945747808068
76,5.313238570499548
77,5.622188258277974
78,5.665456562930004
79,5.800397696668616
80,5.854786044201946
81,6.054817396399187
82,5.8194674473577965
83,5.473483530287307
84,5.8862539822507
85,5.4749073123231256
86,5.824527550938061
87,5.529687061657351
88,5.525372011270192
89,5.155524628908266
90,5.546157143426394
91,5.847627929098117
92,5.666273863958267
93,5.517145029890043
94,5.828509605754254
95,5.5124225809982175
96,5.650573363836525
97,5.922455804541986
98,5.836829742121863
99,5.286996911895976
100,5.443428920873304
101,5.757887224808941
102,5.567602350311045
103,5.479773114822949
104,6.020148500763671
105,5.970093937437934
106,5.635332682791438
107,5.578093592064734
108,5.353695153105122
109,5.799907916802908
110,6.404227183838346
111,5.304878197937648
112,5.881181509989668
113,5.823286352564496
114,5.257701068429305
115,5.3488941221499795
116,5.49065702929085
117,5.995862924205461
118,5.8801715096564235
119,5.537011143543675
120,5.508662161902702
121,5.3736217169443
122,5.571131853258637
123,5.427280197138292
124,5.344844429821441
125,5.680491194039703
126,5.831670400306869
127,5.4872115716529395
128,5.983541355009924
129,5.637082352952676
130,5.366626880125881
131,5.545245552419637
132,6.0017227789543375
133,5.42994427547929
134,5.415218271599036
135,5.6881906387745165
136,5.54221121252778
137,5.660973501804735
138,5.423797142658344
139,5.353668500638972
140,5.701204238473425
141,5.865169203341662
142,5.901794229992287
143,5.364931785985341
144,5.897238350000704
145,5.590675787041274
146,5.45072500622002
147,5.747128783052159
148,5.969482644271508
149,5.819905997508496
150,5.672713578160055
151,5.737294300807818
152,5.4599385948204215
153,5.799756644899363
154,5.753464575886434
155,5.40301193027072
156,5.436963978335161
157,5.987293733680003
158,5.813769398144955
159,5.576853455697146
160,5.743321884402408
161,5.442220377981736
162,5.9855073196002815
163,5.84843446357124
164,5.6492086078564565
165,5.24202000218524
166,5.5259855086799945
167,5.466678446924951
168,6.066294441069154
169,5.480629356941791
170,5.272591694843511
171,5.986893504618979
172,5.5799466615320785
173,5.300613113248378
174,5.0853954959140735
175,5.498138957477893
176,5.918191572951354
177,5.196428662084809
178,5.578102572541344
179,5.579842200219996
180,5.737358550291089
181,5.668343179060065
182,5.3122811020563026
183,5.672836073760582
184,5.314485981146468
185,5.465868211093598
186,5.535839215719589
187,5.883427325156282
188,5.479773114822949
189,6.101824029033647
190,5.675617424274585
191,5.087338276298777
192,5.282444911083371
193,5.524564752724515
194,5.3880293400762
195,5.44548395218972
196,5.4576695152167325
197,5.404429218140788
198,5.982353952368395
199,5.833830255059185
200,5.16290569271964
201,5.518192056034167
202,5.848284897689887
203,5.4753976142502445
204,6.076989204548907
205,5.8692545286129585
206,5.80138456159087
207,5.596467433071563
208,5.880684713721714
209,6.063935110778623
210,6.113880731320467
211,5.5924063541869815
212,5.750807722855019
213,5.865886462006303
214,5.5193834977922664
215,5.722943499838461
216,6.126699427646102
217,5.298720249591816
218,5.901716960915838
219,5.6294185411606215
220,5.859774391096959
221,5.837486219738814
222,5.560564766558294
223,5.568654108732786
224,5.703944854747039
225,5.767492601938326
226,5.474048409520776
227,5.226107577788179
228,5.464831098581058
229,5.54175351746308
230,5.537719581844383
231,5.472001502309317
232,5.699785808716127
233,6.038204532053303
234,5.562381423144384
235,5.672061630984662
236,5.850259271725696
237,4.988588720532805
238,5.571245368207471
239,5.499712047342895
240,6.221084096528195
241,5.9127329223169465
242,5.917484325507624
243,5.402048458636543
244,5.525656023267993
245,5.60968035526729
246,5.994245872008587
247,5.700528455829798
248,5.717811719454197
249,5.167025508871381
250,5.88747256744977
251,5.155301680200721
252,5.515203722429799
253,5.277742700373198
254,5.1759277018639995
255,6.092723704576272
256,5.999155765691283
257,5.625308478702875
258,5.685119683990262
259,6.030169807622895
260,5.16278503251756
261,5.209792236183177
262,5.6067196873403855
263,5.402048458636543
264,5.387141504306253
265,5.6678804627540735
266,5.538466108137033
267,5.156601775779036
268,5.287510035904929
269,5.083352913334762
270,5.80433472714696
271,5.475991395539804
272,5.388398177497264
273,6.139042345999014
274,5.467873767862029
275,5.967437575381339
276,5.657031450085098
277,5.546113592013004
278,5.585204847782437
279,5.605704825878524
280,5.386126642844391
281,5.289088429078705
282,5.515203722429799
283,5.098930138092566
284,5.437241784955802
285,5.308393497156196
286,5.549052217971655
287,5.555056279252083
288,6.047624710358576
289,5.8129589534062625
290,5.740003814580231
291,5.824527550938061
292,5.81575409673083
293,5.820960862066913
294,5.404429218140788
295,5.834763557347138
296,5.334830028046451
297,5.63214821305835
298,5.182833238683542
299,5.356828442092948
300,5.77397063722979
301,5.845852257558223
302,6.09732346684339
303,5.7456278609659766
304,5.753084149898183
305,5.161272312606682
306,5.295151516589968
307,6.112088080776996
308,5.7522600724616035
309,5.687075243974214
310,5.516086697071128
311,5.531380160812022
312,5.347599409936776
313,5.044261657740414
314,5.875023241418486
315,6.058541360539897
316,5.8585495204643925
317,5.286070497159268
318,5.78996653608046
319,5.843591176481503
320,6.024447303116
321,5.580448270133987
322,5.290598582622387
323,5.682896690730399
324,5.740933648607688
325,6.571000402492544
326,5.945856933534408
327,5.4797132356685605
328,5.854506524487833
329,5.249297715660257
330,5.3823843556266455
331,5.510413998149447
332,6.167464066449964
333,5.390299892604348
334,5.8202566229954495
335,6.014682662802464
336,5.455703059651556
337,5.63167121279189
338,5.731915816479198
339,6.097839157044453
340,5.97629580621717
341,5.916193443678736
342,5.4713476398542245
343,5.049624385359192
344,5.141753687391821
345,5.491318528149094
346,6.0738955565338175
347,5.330540077144645
348,6.103341198979576
349,5.3309323076787
350,5.836240491098776
351,5.099695398380733
352,5.775713162137782
353,5.1921886767058085
354,5.309509794024884
355,5.650573363836525
356,6.037383271789724
357,5.615379755449784
358,5.293238985782912
359,5.7770033440845125
360,5.833709103707202
361,5.836169378254655
362,5.4495573997550695
363,5.046793689148204
364,5.156601775779036
365,5.635243401451661
366,5.401088946062597
367,5.717356270356258
368,5.384143779306794
369,5.311036717489722
370,5.721278936992881
371,5.657031450085098
372,5.663305406586815
373,5.537537207264553
374,5.503434458502808
375,5.746731138066403
376,5.511274770534762
377,5.930093374961457
378,5.329076912013175
379,5.49921086546539
380,5.953279553423135
381,5.876312190434685
382,6.047624710358576
383,5.529419579586777
384,5.783676540626336
385,5.5932832089134275
386,5.495906081848119
387,5.894162140702338
388,5.667354970064353
389,5.37986526393078
390,6.15982400989472
391,5.37986526393078
392,6.270613578082694
393,5.477000953692892
394,5.666273863958267
395,5.056031895232571
396,5.343648175729387
397,5.60968035526729
398,5.476692406519785
399,5.053053152957201
